generation;individual;reservoir_size;outputs;spectral_radius;sparsity;-nn-units1;-nn-activations1;-nn-units2;-nn-activations2;-nn-units3;-nn-activations3;-nn-units4;-nn-activations4;time_exec;test_validation;esn_params;nn_params;nn_hidden_layer;score;best
2;27;266;1;0.8;0.8;57;relu;30;relu;85;relu;31;relu;2.633720636367798;0.2564102564102564;5666756;121162;4;0.35879818374549327;0.0
2;28;258;1;0.8;0.8;461;relu;29;relu;86;relu;79;relu;2.8879618644714355;0.30769230769230765;5614564;945472;4;0.323676208867936;0.0
2;29;266;1;0.8;0.8;195;relu;28;relu;23;softmax;79;relu;2.646000623703003;0.0;5666756;398406;4;0.0730645840738817;1.0
2;30;274;1;0.8;0.8;61;relu;159;relu;212;relu;27;relu;2.315974235534668;0.34146341463414637;5719076;171646;4;0.4377288724269516;0.0
2;31;42;1;0.8;0.8;49;relu;0;relu;220;relu;94;softmax;1.9152793884277344;0.33333333333333337;4253764;130013;3;0.455929067165316;0.0
2;32;58;1;0.8;0.8;52;relu;138;relu;220;relu;88;relu;1.9919633865356445;0.32558139534883723;4351364;161572;4;0.4433787373675443;0.0
2;33;258;1;0.8;0.8;193;relu;29;relu;134;relu;79;relu;2.5889713764190674;0.44897959183673464;5614564;406664;4;0.5219517486137981;0.0
2;34;258;1;0.8;0.8;193;relu;29;relu;23;relu;79;relu;3.069493293762207;0.48;5614564;394565;4;0.5542518350753102;0.0
2;35;258;1;0.8;0.8;57;relu;143;relu;84;relu;31;softmax;2.5029969215393066;0.18181818181818182;5614564;137146;4;0.28329652386567106;0.0
2;36;322;1;0.8;0.8;57;relu;31;relu;84;relu;29;relu;3.049048900604248;0.16216216216216217;6035684;121068;4;0.2590394085941682;0.0
2;37;16;1;0.8;0.8;56;relu;143;relu;220;relu;83;relu;2.0197675228118896;0.3913043478260869;4096256;170398;4;0.5119856131972114;0.0
2;38;266;1;0.8;0.8;1;relu;28;relu;23;softmax;79;relu;2.678964376449585;0.0;5666756;4780;4;0.11469733470002398;0.0
2;39;48;1;0.8;0.8;48;softmax;130;relu;92;softmax;82;relu;2.6909573078155518;0.0;4290304;122262;4;0.12286875298644381;0.0
2;40;272;1;0.8;0.8;376;relu;159;relu;84;relu;18;relu;3.552307367324829;0.4285714285714285;5705984;827327;4;0.45568319980010796;0.0
2;41;262;1;0.8;0.8;60;softmax;31;relu;212;relu;29;relu;2.4673616886138916;0.0;5640644;134972;4;0.10131802009045462;1.0
2;42;270;1;0.8;0.8;60;relu;159;relu;86;softmax;25;relu;2.7520294189453125;0.0;5692900;145746;4;0.09939652685636381;1.0
2;43;258;1;0.8;0.8;57;relu;159;relu;84;relu;31;relu;2.980525255203247;0.2916666666666667;5614564;139418;4;0.392904705458216;0.0
2;44;262;1;0.8;0.8;60;softmax;143;relu;20;relu;31;relu;3.555927038192749;0.0;5640644;132378;4;0.10159238040995643;1.0
2;45;262;1;0.8;0.8;61;relu;159;relu;212;relu;25;relu;2.9746556282043457;0.21621621621621623;5640644;171216;4;0.313700807077672;0.0
2;46;266;1;0.8;0.8;449;relu;8;relu;151;relu;78;relu;3.446000814437866;0.37209302325581395;5666756;915422;4;0.3904742322535432;0.0
2;47;336;1;0.8;0.8;316;softmax;159;relu;212;relu;83;relu;2.990959644317627;0.0;6128896;734486;4;0.03060287377285569;1.0
2;48;210;1;0.8;0.8;191;softmax;158;softmax;101;softmax;14;relu;2.560621976852417;0.0;5304100;430044;4;0.07514508801199178;1.0
2;49;157;1;0.8;0.8;343;softmax;181;softmax;16;softmax;58;relu;2.800387144088745;0.0;4966649;752623;4;0.04607638772339639;1.0
3;0;294;1;0.8;0.8;60;relu;159;relu;214;relu;25;relu;2.4689619541168213;0.5;5850436;169426;4;0.6017674316502142;0.0
3;1;298;1;0.8;0.8;461;relu;8;relu;183;relu;79;relu;2.9942049980163574;0.5483870967741935;5876804;942500;4;0.5722722085563275;0.0
3;2;266;1;0.8;0.8;65;relu;12;relu;151;relu;79;relu;2.2823522090911865;0.45833333333333326;5666756;144988;4;0.5651019033903899;0.0
3;3;258;1;0.8;0.8;193;relu;29;relu;23;relu;79;relu;3.069493293762207;0.48;5614564;394565;4;0.5624682607747439;0.0
3;4;262;1;0.8;0.8;60;relu;159;relu;84;relu;29;relu;2.5990312099456787;0.4285714285714285;5640644;145724;4;0.5356288137243236;0.0
3;5;258;1;0.8;0.8;193;relu;29;relu;134;relu;79;relu;2.5889713764190674;0.44897959183673464;5614564;406664;4;0.5302346855525889;0.0
3;6;266;1;0.8;0.8;193;relu;28;relu;23;relu;79;relu;2.5050013065338135;0.4444444444444444;5666756;394348;4;0.5262096805230972;0.0
3;7;16;1;0.8;0.8;56;relu;143;relu;220;relu;83;relu;2.0197675228118896;0.3913043478260869;4096256;170398;4;0.5173343789952926;0.0
